Aquatic Life,Avg Viz,Bottom Comp,Contact,Entry Type,Fall,Location,Max Depth,Rating,Spring,Summer,Winter
Plenty To See,65.5,Sand,,Boat,," Feteira, Terceira Acores, Portugal",65.5,4.00 by 1,,73,
Plenty To See,125.5,Sand,,Boat,85," Port Vila, Efate, Vanuatu",85.5,,,,
Plenty To See,95.5,Sand,,Shore,85," Port Vila, Efate, Vanuatu",150,,,,
Plenty To See,115.5,Sand,,Boat,85," Port Vila, Efate, Vanuatu",115.5,,,,
Plenty To See,95.5,Sand,,Boat,85," Port Vila, Efate, Vanuatu",45.5,4.00 by 1,,,
Plenty To See,105.5,Rock,,Boat,85," Port Vila, Efate, Vanuatu",85.5,,,,
Plenty To See,150,Sand,,Boat,85," Port Vila, Efate, Vanuatu",150,,,,
Plenty To See,150,Sand,,Boat,85," Port Vila, Efate, Vanuatu",95.5,,,,
Plenty To See,125.5,Sand,,Boat,85," Port Vila, Efate, Vanuatu",95.5,4.00 by 1,,,
Plenty To See,125.5,Sand,,Boat,85," Port Vila, Efate, Vanuatu",115.5,,,,
Plenty To See,125.5,Rock,,Boat,85," Port Vila, Muso Island, Vanuatu",75.5,,,,
Plenty To See,125.5,Rock,,Boat,85," Port Vila, Muso Island, Vanuatu",150,,,,
Plenty To See,125.5,Sand,,Shore,85," Port Vila, Muso Island, Vanuatu",125.5,,,,
Plenty To See,150,Sand,,Boat,85," Port Vila, Muso Island, Vanuatu",65.5,,,,
Plenty To See,150,Rock,,Boat,85," Port Vila, Muso Island, Vanuatu",65.5,,,,
Plenty To See,95.5,Rock,,Boat,85," Port Vila, Efate, Vanuatu",115.5,,,,
Plenty To See,95.5,No Bottom,,Boat,85," Port Vila, Efate, Vanuatu",150,5.00 by 1,,,
Plenty To See,95.5,Rock,,Boat,85," Port Vila, Efate, Vanuatu",85.5,,,,
Big Animals,33,Rock,,Boat,58," northern channel islands, CA",150,3.50 by 2,52.5,58,50
Plenty To See,13,Clay/Muck,,Shore,58," june lake, CA",125.5,5.00 by 1,50,58,50
Might See Something,13,Sand,,Shore,58," june lake, CA",95.5,5.00 by 1,50,58,50
Plenty To See,55.5,Sand,361,Shore,," Jl. Danau Buyan no.14, Sanur, Bali 80111, Indonesia",150,4.00 by 1,,,
,105.5,Sand,,,," Oahu, HI",38,5.00 by 1,73,,
Plenty To See,105.5,Sand,,Boat,," Oahu, HI",38,4.50 by 2,,,73
Might See Something,95.5,,,Boat,," Oahu, HI",,3.33 by 3,,,78
,,,,Boat,," Chicago, IL",,5.00 by 1,,,
,,,,Boat,," Key West, FL",,3.50 by 2,,,
Might See Something,,Sand,,Boat,," Ocean City, MD",125.5,,,,
,,,,Boat,," Key West, FL",,4.75 by 4,,,
,,,,Boat,," Key West, FL",,5.00 by 1,,,
,,,,,,,,,,,
Plenty To See,95.5,Sand,,Boat,," Utila, Utila, Honduras",65.5,4.00 by 1,,,83
Plenty To See,23,Sand,,Shore,58," Laguna, CA",55.5,4.11 by 9,58,63,52.5
Plenty To See,45.5,Sand,8003313483,Boat,68," Key Largo, FL",38,2.50 by 2,68,73,63
Plenty To See,7.5,Clay/Muck,,Shore,50," Sutherland, NE 69165",18,,58,73,68
Big Animals,150,Sand,,Boat,, French Polynesia,150,,,,
Might See Something,145.5,Sand,,Boat,, French Polynesia,45.5,,,,
Plenty To See,95.5,Sand,,Boat,," Bundaberg, Queensland, Australia",65.5,,,78,68
Plenty To See,13,Sand,,Shore,68," laguna, CA",45.5,4.50 by 2,52.5,63,50
Might See Something,,Coral,,Boat,," Tavernier, FL",28,5.00 by 1,,,
,,,,Boat,," Puerto Plata, Dominican Republic",,4.50 by 2,,,
Plenty To See,75.5,Sand,,Boat,," Playa del Carmen, Mexico, Mexico",95.5,4.21 by 14,78,83,73
Plenty To See,75.5,Sand,,Boat,83," Bligh Waters, Fiji",45.5,5.00 by 1,83,83,
Plenty To See,150,Sand,,Boat,78, Cayman Islands,150,5.00 by 2,78,78,78
Plenty To See,145.5,Sand,,Boat,83, Cayman Islands,65.5,4.00 by 1,78,78,78
Might See Something,95.5,Sand,,Boat,," Lower Matecumbe Key, FL",18,5.00 by 1,,,
Might See Something,95.5,Sand,,Boat,," Key Largo, FL",18,4.50 by 2,,83,68
Might See Something,18,Sand,,Boat,," Cape Canaveral, FL",55.5,5.00 by 1,,,
Plenty To See,95.5,Sand,,Boat,," Key Biscayne, FL",18,5.00 by 1,,,
Might See Something,7.5,Rock,,Shore,," Little Duck Key, FL",33,5.00 by 1,,,
Plenty To See,45.5,Sand,,Boat,," Key Biscayne, FL",55.5,4.50 by 2,,83,68
Might See Something,7.5,Sand,,Boat,, Turkey,,,,73,
Might See Something,13,Clay/Muck,,Shore,," County Road 301, Glen Rose, TX",65.5,2.86 by 14,50,,
Might See Something,33,Sand,,Shore,,,38,3.00 by 1,52.5,63,50
Might See Something,7.5,Sand,,Shore,63," Littlerock, CA",105.5,4.00 by 1,52.5,63,50
,,,,,," Cat Island, Bahamas",,4.00 by 1,,,
,18,,,Boat,," Monterey, CA",85.5,,,,
Might See Something,,,,,, South Korea,,5.00 by 1,,,
Might See Something,13,Clay/Muck,9543578868,Shore,78," 16001 W State Road 84, Weston, FL 33326",13,4.00 by 1,68,83,58
Might See Something,13,Clay/Muck,8667635121,Boat,," 2000 Camanche Road, Ione, CA 95640",85.5,,,,
Plenty To See,95.5,Sand,,Boat,78," Sosua, Dominican Republic",115.5,5.00 by 1,78,78,78
Plenty To See,65.5,Sand,8644233483,Boat,," 629 NE 3rd Street, Dania, FL 33004",105.5,4.20 by 5,78,83,
Might See Something,65.5,Sand,,Boat,73," Kailua, HI 96734",75.5,4.00 by 1,73,78,73
Might See Something,75.5,Sand,8508928108,Shore,68," 874 Morrison Springs Road, Ponce de Leon, FL 32455",85.5,3.81 by 74,68,68,68
,,,,,," Cozumel, Quintana Roo, Mexico",,4.33 by 3,,,
Might See Something,7.5,Clay/Muck,,Shore,78," Canyon Lake, TX",115.5,3.31 by 13,63,83,52.5
Might See Something,7.5,Clay/Muck,,Shore,73," Canyon Lake, TX",65.5,3.30 by 10,63,83,52.5
Might See Something,,Sand,,Boat,," Panama City, FL",,5.00 by 2,,,
Might See Something,7.5,Sand,,Shore,," Laguna Park, TX",85.5,3.00 by 2,,,50
,18,,2623678863,Shore,," 1131 Mariner Drive, Hartland, WI 53029",85.5,3.00 by 3,,,
Plenty To See,28,Sand,,Boat,," Lakewood, WI",45.5,3.50 by 2,,,
Big Animals,38,Sand,,Boat,," The Keys, FL",125.5,4.50 by 4,,,83
Plenty To See,95.5,Sand,,Shore,," Cozumel, Quintana Roo, Mexico",33,4.60 by 5,,,
Might See Something,38,Sand,,Boat,," Setan Island, Tua Pejat, Mentawai, West Sumatera, Indonesia",105.5,4.00 by 1,,,
Might See Something,23,Sand,,Boat,," Off Banten Bay (Java Sea), Banten, Banten, Indonesia",85.5,3.00 by 1,,,
Might See Something,13,,,Boat,," Sunda Strait, Java, Indonesia",125.5,3.00 by 1,,,
Might See Something,28,Sand,,Shore,," Simakakak Island, Tua Pejat, Mentawai, West Sumatera, Indonesia",33,4.00 by 1,,,
Plenty To See,75.5,Sand,,Boat,," Central Java, Indonesia",85.5,4.00 by 1,,,
Plenty To See,95.5,Sand,,Boat,78," Playa del Carmen, Quintana Roo, Mexico",38,5.00 by 1,78,83,73
Plenty To See,125.5,Sand,,Boat,78," Playa del Carmen, Quintana Roo, Mexico",95.5,4.50 by 8,78,83,78
Plenty To See,,Rock,,Shore,, New Zealand,150,,,,
Might See Something,,Sand,,Shore,," Sydney, New South Whales Nsw, Australia",38,2.00 by 1,,,
Plenty To See,,No Bottom,,Boat,," Te Anu, Fiordland Np, New Zealand",150,,,,
Plenty To See,75.5,Sand,,Boat,78," PR, Puerto Rico",95.5,4.00 by 1,78,83,73
Plenty To See,45.5,Sand,,Boat,," New South Wales, Australia",135.5,5.00 by 1,73,83,
Might See Something,13,Clay/Muck,,Shore,," Tipton, IA",75.5,3.00 by 1,,,
Big Animals,75.5,Sand,,Boat,78, Oman,105.5,4.50 by 2,78,85,73
,,,,,, HI,,4.50 by 2,,,
Plenty To See,38,Sand,,Shore,73, HI Maui,38,3.33 by 3,78,78,73
Plenty To See,45.5,Sand,,Boat,73, HI,38,3.67 by 3,78,78,73
Big Animals,55.5,Sand,,Shore,73, HI,75.5,3.50 by 4,78,78,73
Might See Something,18,Clay/Muck,2185465466,,," N 8th St & 2nd Ave E, Crosby, MN",105.5,3.50 by 6,,68,
Plenty To See,38,Sand,,Boat,,,75.5,,,73,
Plenty To See,75.5,Sand,,Shore,78," Guantanamo Bay, Naval Station, Cuba",150,3.00 by 1,78,83,78
Might See Something,,Clay/Muck,,Shore,," alexandria, MN",,3.00 by 1,,,
Might See Something,,Sand,,Shore,," alexandria, MN",,4.00 by 1,,,
Might See Something,13,Clay/Muck,,Shore,," Bagley, MN",75.5,3.25 by 4,,,
Plenty To See,28,Sand,,Boat,68," Ocean City, MD",105.5,3.67 by 3,50,58,50
Plenty To See,28,Sand,4433331011,Boat,," Ocean City, MD",65.5,5.00 by 2,,,
Plenty To See,28,Sand,4433331011,Boat,," Ocean City, MD",75.5,5.00 by 1,,,
Plenty To See,28,Sand,,Boat,," Ocean City, MD",65.5,4.33 by 3,,,
Plenty To See,75.5,Sand,,Boat,," Sint Maarten, Sint Maarten",65.5,3.00 by 1,,,
,18,,,Boat,,,85.5,3.00 by 1,,58,50
Plenty To See,7.5,Sand,,Boat,58, NY,75.5,4.00 by 1,50,58,50
Might See Something,38,Sand,,Boat,, WI,105.5,3.00 by 1,,52.5,
Plenty To See,13,Sand,,Boat,63," Palos Verdes Estates, CA",55.5,4.00 by 2,63,63,52.5
Plenty To See,38,Sand,,Boat,73," Marathon, FL",28,4.17 by 18,73,78,73
Big Animals,28,,8132734015,Shore,73," 701 Channelside Drive, Tampa, FL 33602",28,5.00 by 6,73,73,73
Might See Something,13,Rock,7063342248,Shore,," 1850 Carters Dam Rd, Chatsworth, GA 30705",150,3.33 by 3,,,50
Might See Something,7.5,Clay/Muck,,Boat,68," Austin, TX",115.5,3.50 by 4,68,78,52.5
Might See Something,7.5,Rock,,Boat,68," Austin, TX",150,2.86 by 7,68,83,52.5
Might See Something,7.5,Clay/Muck,,Boat,68," Austin, TX",,3.20 by 5,68,83,52.5
Might See Something,13,Clay/Muck,,Shore,," Raamsdonksveer, Noord Brabant, Netherlands",75.5,3.00 by 1,,63,50
Might See Something,18,Clay/Muck,,Shore,52.5," Birch Lake, Big Delta, AK",38,3.00 by 1,50,63,50
Might See Something,7.5,Clay/Muck,9074904444,Shore,50," Just north of bager rd ext, North Pole, AK 99701",28,3.00 by 1,50,63,50
Might See Something,13,Sand,,Shore,52.5," Narrowsburg, PA",105.5,3.00 by 1,63,73,50
Might See Something,7.5,Clay/Muck,,Shore,52.5," Lackawaxen, PA",13,2.00 by 1,63,68,50
Might See Something,13,Clay/Muck,,Shore,52.5," Pond Eddy, NY",55.5,3.00 by 1,58,68,50
Might See Something,13,Sand,,Shore,52.5," matmores, PA 18337",23,3.00 by 2,58,68,50
Might See Something,5,Clay/Muck,,Shore,52.5," Lake Wallenpaupack east side, Greentown, PA",65.5,2.00 by 1,63,73,50
None,5,Clay/Muck,,Shore,50," Olnes, AK",38,2.00 by 1,50,52.5,50
Might See Something,28,,,Shore,58," Redding, CA",150,3.40 by 5,52.5,58,52.5
,13,,,,, MD,65.5,,,,
Plenty To See,18,Sand,4433331011,Boat,58," 222 Wicomico St, Ocean City, MD 21842",85.5,3.67 by 3,50,52.5,
Plenty To See,18,Sand,4433331011,Boat,58," Ocean City, MD",75.5,4.50 by 2,,58,
Might See Something,5,Sand,,Shore,," Laguna Street, Fort Walton Beach, FL 32548",18,2.00 by 1,,,
Plenty To See,13,Sand,,Shore,63," Gardiner Point Rd, Hardwicke, NB E1N, Canada",18,3.00 by 1,63,73,50
Might See Something,13,Clay/Muck,,Shore,58," fort ann, NY",23,3.00 by 1,63,78,50
Plenty To See,7.5,Rock,,Shore,63," TUSTEN, NY",13,3.00 by 1,58,68,50
None,18,Sand,,Shore,73," 105 7th Street N., Bradenton, FL 34217",13,3.00 by 4,58,83,52.5
,,Sand,,Boat,," Grand Cayman, Cayman Islands",,,,,
Plenty To See,65.5,Sand,,Boat,," Kingcliff, Nsw, Australia",105.5,,,78,68
Plenty To See,65.5,Sand,,Boat,," Kingscliff, Nsw, Australia",55.5,,,78,68
Might See Something,18,,,,," Milbank, SD",115.5,,,,
Plenty To See,18,Sand,,Shore,52.5," Monterey, CA",65.5,3.12 by 8,58,58,52.5
Plenty To See,18,Clay/Muck,6052237722,Boat,," 19425 Okobojo Point Drive, Pierre, SD 57501",,,,,
,,Sand,,Shore,," skinners falls, milanville, PA",13,3.00 by 1,,,
Might See Something,7.5,Clay/Muck,,Shore,," Dana Cove Park, Dana Point, CA",13,3.50 by 2,,,
,5,Clay/Muck,,Shore,," walker lake, shohola, PA 18458",28,3.00 by 1,,,50
,7.5,Clay/Muck,,Shore,," Lackawaxen, PA",23,3.00 by 1,,,
Might See Something,13,,,Boat,," 89 Park Rd, Heber Springs, AR 72543",150,2.25 by 4,,78,
Might See Something,13,Sand,,Shore,," 30801 Coast Hwy, Laguna Beach, CA",55.5,4.00 by 4,,,
Plenty To See,38,Clay/Muck,,Boat,73," Bali 80000, Indonesia",28,4.00 by 1,73,83,78
Plenty To See,95.5,Sand,,Boat,83," Bayahibe, Dominican Republic",38,4.50 by 4,83,83,83
Might See Something,,Sand,,Boat,," Ocean City, MD",125.5,4.50 by 2,,,50
Might See Something,5,Clay/Muck,,Shore,68," Pickwick, TN 38365",85.5,3.00 by 1,63,73,58
Big Animals,,Sand,,Boat,," Beaufort, NC 28516",,,,,
Plenty To See,115.5,No Bottom,,Boat,, Egypt,150,4.75 by 4,,83,
Plenty To See,,Rock,,Boat,, Sri Lanka,,4.00 by 1,,,
Plenty To See,23,Sand,,Boat,, United Kingdom,95.5,4.67 by 3,52.5,58,50
Plenty To See,,Sand,,Boat,, United Kingdom,,4.50 by 4,,,
Plenty To See,18,,,Boat,, United Kingdom,85.5,5.00 by 1,,,
Plenty To See,,,,Boat,, United Kingdom,55.5,5.00 by 1,,,
Might See Something,13,Sand,,Shore,," Winnsboro, SC",,3.00 by 2,,,
Plenty To See,55.5,Sand,,Shore,," Puerto Del Carmen, Lanzarote, Spain",95.5,5.00 by 1,,78,63
Plenty To See,,,,Shore,," Lanzarote, Spain",,5.00 by 2,,,
Plenty To See,18,Rock,,Shore,52.5," 2804 Paseo Del Mar, Palos Verdes Estates, CA 90274",45.5,4.38 by 8,58,63,52.5
Plenty To See,,Rock,,Shore,," plaskett creek, CA",55.5,,,,
Plenty To See,45.5,Sand,,Boat,," Panama City Beach, FL 32408",95.5,3.83 by 6,,,
Plenty To See,7.5,Clay/Muck,,Boat,," Lakewood, WI",55.5,2.00 by 1,,73,50
Might See Something,23,Sand,,Boat,," Munsing, MI",85.5,3.50 by 4,,,
Plenty To See,65.5,Sand,4152891760,Boat,," 400 Harbor Drive Suite D, Sausalito, CA 94965",105.5,,,83,
Plenty To See,38,Sand,,Shore,," Naga Shima Island, Okinawa, Japan",55.5,,,,
Plenty To See,18,Sand,,Boat,," Gulf Of Mexico, FL",65.5,,,,
Might See Something,,Sand,,Boat,," Camp Lejeune, NC",,3.00 by 1,,,
Might See Something,,Sand,,Boat,78," Portland, TX 78374",38,3.00 by 1,73,83,58
Might See Something,5,Sand,,Boat,78," Corpus Christi, TX 78402",38,3.00 by 1,68,83,63
Plenty To See,13,Clay/Muck,,Boat,," Belton, TX 76513",95.5,2.50 by 2,,83,
Plenty To See,,,,Shore,, United Kingdom,,4.00 by 2,,,
Plenty To See,,,,,, United Kingdom,,4.50 by 2,,,
Plenty To See,,,,Shore,, United Kingdom,,4.00 by 1,,,
Plenty To See,,,,Shore,, United Kingdom,,5.00 by 1,,,
,,,,Shore,, United Kingdom,,4.67 by 3,,,
Might See Something,5,Clay/Muck,,Boat,," Granbury, TX 76048",38,3.00 by 1,,,
Plenty To See,65.5,Sand,,Boat,," South Padre Island, TX",85.5,5.00 by 1,,78,
,85.5,,,Boat,, Egypt,,5.00 by 4,,,73
,,,,Boat,, Egypt,,5.00 by 5,,,
,,,,Boat,, Egypt,,5.00 by 5,,,
,,,,,, Egypt,,5.00 by 1,,,
,,,,,, Egypt,,5.00 by 4,,,
,,,,,, Egypt,,5.00 by 2,,,
Might See Something,,,,Boat,, Egypt,150,5.00 by 3,,,
Plenty To See,105.5,No Bottom,,Boat,, Egypt,150,4.33 by 3,,,
,,,,,, Egypt,,5.00 by 1,,,
Big Animals,115.5,Rock,6913703483,Boat,83," Box 399, Kosrae 96944, Micronesia, Federated States Of",150,4.00 by 1,83,83,83
Might See Something,13,Sand,,Shore,78," Okinawa, Japan",55.5,2.50 by 2,73,83,63
Plenty To See,18,Sand,,Shore,63," Broken Bow, OK 74728",65.5,3.50 by 2,,,
Plenty To See,18,Sand,,Shore,68," Broken Bow, OK 74728",65.5,4.00 by 1,,,
,,,,Shore,, United Kingdom,,4.67 by 3,,,
Plenty To See,,,,Boat,, United Kingdom,,5.00 by 1,,,
Plenty To See,,,,Boat,, United Kingdom,,5.00 by 1,,,
,,,,,, United Kingdom,,5.00 by 1,,,
,,,,,, United Kingdom,,5.00 by 1,,,
,,,,,, United Kingdom,,5.00 by 1,,,
,,,,,, United Kingdom,,5.00 by 1,,,
,,,,,, United Kingdom,,5.00 by 1,,,
,,,,,, United Kingdom,,5.00 by 1,,,
,,,,,, United Kingdom,,5.00 by 1,,,
Might See Something,,Sand,,Shore,," Okinawa, Japan",75.5,3.50 by 2,,,
Big Animals,13,Clay/Muck,2196137020,Shore,63," 21290 Carlton Drive, Cassopolis, MI 49031",65.5,3.00 by 1,68,83,50
Might See Something,,Sand,,Shore,," 4300 Main Park Dr, Shelby TWP, Mi 48316 42.7",,5.00 by 1,,,
Plenty To See,,,,Boat,," Nova Scotia, Halifax, Canada",,4.00 by 1,50,,
Plenty To See,,Sand,,Boat,," Roatan, Honduras",75.5,4.17 by 6,83,,78
Might See Something,28,Sand,,Shore,," Honolulu, HI",55.5,3.00 by 3,,,
Plenty To See,85.5,Sand,,Boat,," Roatan, Honduras",115.5,4.33 by 3,83,,78
Plenty To See,85.5,Sand,,Boat,," Roatan, Honduras",150,4.50 by 4,83,,73
Plenty To See,85.5,Sand,,Boat,," Roatan, Honduras",65.5,4.00 by 1,83,,78
Plenty To See,95.5,Sand,,,," Raki Raki, Fiji",95.5,5.00 by 1,,,
,,,3.06948E+11,Boat,, Greece,,5.00 by 2,,,
,,,,Boat,, Greece,,5.00 by 1,,,
Plenty To See,28,Sand,,Boat,63," Los Angeles, CA",75.5,5.00 by 1,63,63,58
Might See Something,18,Sand,,Shore,63," 200 Santa Monica Pier, Santa Monica, CA 90401",33,5.00 by 1,63,63,63
Plenty To See,28,Sand,,Boat,," Napantao, Panaoan Island, Southern Leyte, Philippines",125.5,3.00 by 1,,78,
,,,,,, United Kingdom,125.5,5.00 by 1,,,
Might See Something,18,Clay/Muck,888993,Boat,73," 380 State Park Marina Road, Branson, MO 65616",150,3.60 by 5,,,
Might See Something,18,Clay/Muck,,Shore,52.5," Escanaba, MI 49829",18,3.67 by 3,52.5,58,50
Might See Something,18,,,Boat,52.5," Garden, MI 49835",23,,52.5,63,52.5
Might See Something,13,Clay/Muck,,Shore,52.5," Escanaba, MI 49829",38,,52.5,63,50
None,150,,3223323334,Shore,85," Rue de Stalle 333, Uccle, 1180, Belgium",105.5,4.00 by 3,85,85,85
Plenty To See,28,Sand,,Boat,63," Avalon, Catalina Island, CA",55.5,3.50 by 2,58,63,58
Plenty To See,,,,,, United Kingdom,,5.00 by 1,,,
Might See Something,13,Sand,,Boat,, VA,45.5,4.00 by 3,,,
Plenty To See,105.5,Rock,,Boat,," Wakatobi, South Sulawesi, Indonesia",85.5,,,,83
Plenty To See,,Sand,,Shore,, United Kingdom,,5.00 by 1,,,
,,,,Shore,," Budleigh salterton, Devon, United Kingdom",,4.50 by 2,,,
Plenty To See,,Sand,,Shore,," Budleigh salterton, Devon, United Kingdom",,5.00 by 1,,,
,7.5,,,Shore,," Firehole Canyon Drive, Yellowstone National Park, WY",33,,,,50
Might See Something,7.5,Rock,,Boat,63," Lake Travis, Austin, TX",145.5,2.80 by 5,63,73,52.5
Plenty To See,,,,,," Plymouth, Devon, United Kingdom",,3.50 by 2,,,
,,,,Boat,," Plymouth, Devon, United Kingdom",,4.00 by 2,,,
Plenty To See,,,,,," Devon, United Kingdom",,5.00 by 2,,,
Plenty To See,55.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",145.5,,78,83,78
Plenty To See,55.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",145.5,5.00 by 1,78,83,78
,75.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",145.5,,78,83,78
Plenty To See,65.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",145.5,,78,83,78
Plenty To See,75.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",145.5,,78,83,78
Plenty To See,75.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",145.5,,78,83,78
Plenty To See,65.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",65.5,4.00 by 1,78,83,78
Plenty To See,75.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",85.5,,78,83,78
Plenty To See,85.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",85.5,,78,83,78
Plenty To See,75.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",95.5,,78,83,78
Plenty To See,65.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",85.5,,78,83,78
Plenty To See,75.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",105.5,,78,83,78
Plenty To See,65.5,Sand,,Boat,83," Christiansted, St. Croix, Virgin Islands (U.S.)",85.5,3.00 by 1,78,83,78
Might See Something,7.5,Clay/Muck,,Shore,," groton, CT 06349-5044",45.5,3.00 by 1,,,
Plenty To See,45.5,Sand,,Shore,, Gibraltar,55.5,,,,
Might See Something,7.5,Sand,,Boat,," DUNOON, Scotland",85.5,,,,
Might See Something,7.5,,,Shore,50," Haakonsvern, Norway",,,50,50,50
,,,,,," Catalina, CA",,3.00 by 1,,,
,,,,,," Catalina, CA",,3.00 by 1,,,
Big Animals,65.5,Sand,,Boat,73, Oman,150,4.00 by 2,73,85,68
Might See Something,18,Clay/Muck,,Shore,52.5," Garden, MI",38,,52.5,63,50
Might See Something,23,Sand,,Shore,50," Garden, MI",33,,52.5,63,50
Plenty To See,45.5,Sand,,Boat,83, Curaçao,55.5,4.00 by 1,,,83
Big Animals,115.5,Rock,,Boat,, Saint Helena,150,4.00 by 2,,,
Big Animals,105.5,Sand,,Boat,78," Bora Bora, French Polynesia",125.5,,,83,
Plenty To See,95.5,Sand,,Shore,," Cozumel, Quintana Roo, Mexico",38,3.67 by 3,,,78
,,,,,," Taiwan, Province Of China",,5.00 by 1,,,
Might See Something,,Sand,,Shore,," near Seward, AK",,3.00 by 2,,,
Plenty To See,18,Sand,,Boat,50," Seward, AK",95.5,2.00 by 1,,50,50
Might See Something,23,Sand,,Boat,50," Seward, AK",,3.00 by 1,50,50,50
Plenty To See,95.5,Sand,,Boat,," Puerto Morelos, Quintana Roo, Mexico",95.5,3.50 by 2,,,78
Plenty To See,45.5,,,Boat,, Australia,105.5,4.33 by 3,,,
Might See Something,,Sand,,Shore,, FL,13,4.00 by 2,,,
,,,,,, Cuba,,5.00 by 1,,,
Might See Something,,Sand,,Boat,, FL,,5.00 by 1,,83,68
Might See Something,7.5,Clay/Muck,5404333337,Shore,," Fishersville, VA",85.5,3.00 by 1,,,
,95.5,,,,83," Similian Islands, Thailand",85.5,5.00 by 2,83,83,83
,,,,Shore,," North port, FL",,4.00 by 1,,,
Big Animals,95.5,Rock,,Boat,," Graftom, Nsw, Australia",150,,,73,63
Might See Something,7.5,,,Boat,, NV,75.5,,,,
Might See Something,7.5,,,,," E. Lincoln Way, Sparks, NV 89434",55.5,4.00 by 2,,,
Might See Something,28,,,Shore,," U.S. Hwy 50, Zephyr Cove, NV 89448",145.5,3.00 by 1,,,
Plenty To See,18,Sand,,Boat,," Portsmouth, NH 03801",135.5,4.67 by 3,,,50
Might See Something,18,,,Boat,, New Hampshire/maine,85.5,,,,
,45.5,Sand,,Boat,50," Marlborough Sounds, New Zealand",135.5,4.50 by 2,52.5,58,50
Plenty To See,13,Sand,,Shore,58," Stonington, CT",23,3.00 by 1,52.5,63,50
Plenty To See,,,,Boat,, Philippines,,4.00 by 1,,,
Plenty To See,55.5,Sand,,Boat,83," St..thomas 00802, Virgin Islands (U.S.)",45.5,3.50 by 2,83,83,83
Might See Something,,Sand,,Shore,," Canaria, Spain",85.5,5.00 by 1,,,
Might See Something,18,Rock,,Shore,52.5," Tobermory, ON, Canada",38,4.00 by 5,50,63,50
Might See Something,28,Rock,,Shore,52.5," TOBERMORY, Ont, Canada",55.5,5.00 by 1,52.5,63,50
Plenty To See,55.5,Sand,,Boat,," Key Largo, FL",45.5,,68,,
Plenty To See,23,Sand,,Shore,," San Diego, CA",,3.50 by 4,,,
Plenty To See,28,,,Shore,," Mission Bay, CA",13,,,,
Might See Something,33,Sand,,Shore,63," Tawharanui, Northland, New Zealand",85.5,3.00 by 2,63,68,58
Big Animals,65.5,Rock,,Boat,," Brisbane, Queensland, Australia",85.5,,,73,68
None,75.5,Rock,,Shore,78," Loganville, GA",150,4.00 by 1,78,78,73
Plenty To See,65.5,Sand,,Boat,78," Lembeh, Indonesia",75.5,5.00 by 2,78,78,78
Big Animals,28,Rock,,Boat,58," Palos Verdes Estates, CA",75.5,5.00 by 1,52.5,63,52.5
Plenty To See,45.5,Sand,,Boat,73," Big Pine Key, FL 33043",33,3.86 by 7,78,83,73
Plenty To See,95.5,Sand,,Boat,78, Bahamas,150,5.00 by 1,78,78,78
Might See Something,13,Clay/Muck,,Shore,, PA,13,,,,
Plenty To See,28,Sand,63535730015,Shore,," Barangay Lungsodaan, 6602 Padre Burgos, Southern Leyte, Philippines",75.5,5.00 by 1,,78,
Plenty To See,55.5,Sand,2307147573,Boat,78," aktarg@hotmail.com, Trou Aux Biches, Mauritius",75.5,4.00 by 2,78,85,73
Plenty To See,75.5,Sand,2307147573,Boat,78," aktarg@hotmail.com, Trou Aux Biches, Mauritius",85.5,3.00 by 1,78,85,73
Big Animals,75.5,Sand,2307147573,Boat,78," aktarg@hotmail.com, Guinner`s coin, Mauritius",105.5,3.00 by 1,73,85,73
Plenty To See,38,Sand,2307147573,Boat,78," aktarg@hotmail.com, Pointe Aux Biches, Mauritius",125.5,,73,83,78
Plenty To See,75.5,Sand,2307147573,Boat,78," aktarg@hotmail.com, Grand Bay, Mauritius",125.5,3.00 by 1,78,85,78
Big Animals,75.5,Sand,2307147573,Boat,78," aktarg@hotmail.com, Trou Aux Biches, Mauritius",150,5.00 by 1,73,85,73
Might See Something,38,Sand,,Boat,," Nuevo Vallarta, Nayirit, Mexico",55.5,,,,63
Plenty To See,33,Sand,,Boat,," Barangay Lungsodaan, 6602 Padre Burgos, Southern Leyte, Philippines",150,5.00 by 1,,78,
Plenty To See,38,Sand,,Shore,," Barangay Lungsodaan, 6602 Padre Burgos, Southern Leyte, Philippines",105.5,5.00 by 1,,78,
Big Animals,65.5,Sand,,Boat,," Kona, HI",38,5.00 by 9,63,,
